MAL_ID,Name,Score,Genres,Type,Episodes,Aired
1,Cowboy Bebop,8.78,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",TV,26,1998-04-03
5,Cowboy Bebop: Tengoku no Tobira,8.39,"Action, Drama, Mystery, Sci-Fi, Space",Movie,1,2001-09-01
6,Trigun,8.24,"Action, Sci-Fi, Adventure, Comedy, Drama, Shounen",TV,26,1998-04-01
7,Witch Hunter Robin,7.27,"Action, Mystery, Police, Supernatural, Drama, Magic",TV,26,2002-07-02
8,Bouken Ou Beet,6.98,"Adventure, Fantasy, Shounen, Supernatural",TV,52,2004-09-30
15,Eyeshield 21,7.95,"Action, Sports, Comedy, Shounen",TV,145,2005-04-06
16,Hachimitsu to Clover,8.06,"Comedy, Drama, Josei, Romance, Slice of Life",TV,24,2005-04-15
17,Hungry Heart: Wild Striker,7.59,"Slice of Life, Comedy, Sports, Shounen",TV,52,2002-09-11
18,Initial D Fourth Stage,8.15,"Action, Cars, Sports, Drama, Seinen",TV,24,2004-04-17
19,Monster,8.76,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",TV,74,2004-04-07
20,Naruto,7.91,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",TV,220,2002-10-03
22,Tennis no Ouji-sama,7.9,"Action, Comedy, Sports, School, Shounen",TV,178,2001-10-10
23,Ring ni Kakero 1,6.38,"Action, Shounen, Sports",TV,12,2004-10-06
24,School Rumble,7.94,"Comedy, Romance, School, Shounen",TV,26,2004-10-05
25,Sunabouzu,7.42,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",TV,24,2004-10-06
26,Texhnolyze,7.76,"Action, Sci-Fi, Psychological, Drama",TV,22,2003-04-17
27,Trinity Blood,7.32,"Action, Supernatural, Vampire",TV,24,2005-04-29
28,Yakitate!! Japan,7.95,"Comedy, Shounen",TV,69,2004-10-12
29,Zipang,7.51,"Action, Military, Sci-Fi, Historical, Drama, Seinen",TV,26,2004-10-08
30,Neon Genesis Evangelion,8.32,"Action, Sci-Fi, Dementia, Psychological, Drama, Mecha",TV,26,1995-10-04
31,Neon Genesis Evangelion: Death & Rebirth,7.45,"Drama, Mecha, Psychological, Sci-Fi",Movie,1,1997-03-15
32,Neon Genesis Evangelion: The End of Evangelion,8.51,"Sci-Fi, Dementia, Psychological, Drama, Mecha",Movie,1,1997-07-19
33,Kenpuu Denki Berserk,8.49,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,25,1997-10-08
43,Koukaku Kidoutai,8.29,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,1995-11-18
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.73,"Action, Historical, Drama, Romance, Martial Arts, Samurai, Shounen",OVA,4,1999-02-20
45,Rurouni Kenshin: Meiji Kenkaku Romantan,8.31,"Action, Adventure, Comedy, Historical, Romance, Samurai, Shounen",TV,94,1996-01-10
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,7.56,"Samurai, Historical, Drama, Shounen",Movie,1,1997-12-20
47,Akira,8.17,"Action, Military, Sci-Fi, Adventure, Horror, Supernatural, Seinen",Movie,1,1988-07-16
48,.hack//Sign,6.98,"Game, Sci-Fi, Adventure, Mystery, Magic, Fantasy",TV,26,2002-04-04
49,Aa! Megami-sama!,7.32,"Comedy, Magic, Romance, Seinen, Supernatural",OVA,5,1993-02-21
50,Aa! Megami-sama! (TV),7.35,"Comedy, Supernatural, Magic, Romance, Seinen",TV,24,2005-01-07
51,Tenshi Kinryouku,6.31,"Action, Drama, Romance, Shoujo, Supernatural",OVA,3,2000-05-25
52,Kidou Tenshi Angelic Layer,7.26,"Sci-Fi, Comedy, Sports, Drama, Shounen",TV,26,2001-04-01
53,Ai Yori Aoshi,7.14,"Harem, Slice of Life, Comedy, Drama, Romance",TV,24,2002-04-11
54,Appleseed (Movie),7.1,"Action, Military, Sci-Fi, Police, Drama, Mecha, Shounen",Movie,1,2004-04-17
55,Arc the Lad,6.53,"Action, Adventure, Fantasy, Horror, Sci-Fi",TV,26,1999-04-05
56,Avenger,5.91,"Adventure, Fantasy, Sci-Fi, Shounen",TV,13,2003-10-02
57,Beck,8.31,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26,2004-10-07
58,Blue Gender,7.05,"Adventure, Romance, Mecha, Military, Sci-Fi, Horror, Space, Drama",TV,26,1999-10-08
59,Chobits,7.43,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",TV,26,2002-04-03
60,Chrno Crusade,7.66,"Action, Demons, Historical, Romance, Shounen, Supernatural",TV,24,2003-11-25
61,D.N.Angel,7.2,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo",TV,26,2003-04-03
62,D.C.: Da Capo,6.77,"Harem, Drama, Magic, Romance",TV,26,2003-07-05
63,DearS,6.62,"Sci-Fi, Harem, Comedy, Romance, Ecchi, Shounen",TV,12,2004-07-11
64,Rozen Maiden,7.44,"Action, Comedy, Drama, Magic, Seinen",TV,12,2004-10-08
65,Rozen Maiden: Träumend,7.65,"Action, Comedy, Drama, Magic, Seinen",TV,12,2005-10-21
66,Azumanga Daioh,7.98,"Slice of Life, Comedy, School",TV,26,2002-04-09
67,Basilisk: Kouga Ninpou Chou,7.58,"Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy",TV,24,2005-04-13
68,Black Cat (TV),7.38,"Sci-Fi, Adventure, Comedy, Super Power, Shounen",TV,23,2005-10-07
69,Cluster Edge,6.35,"Action, Fantasy, Military, Sci-Fi",TV,25,2005-10-05
71,Full Metal Panic!,7.65,"Action, Military, Sci-Fi, Comedy, Mecha",TV,24,2002-01-08
72,Full Metal Panic? Fumoffu,8.07,"Action, Comedy, School",TV,12,2003-08-26
73,Full Metal Panic! The Second Raid,7.96,"Action, Military, Mecha",TV,13,2005-07-14
74,Gakuen Alice,7.65,"Comedy, School, Shoujo, Super Power",TV,26,2004-10-30
75,Soukyuu no Fafner: Dead Aggressor,7.3,"Action, Drama, Mecha, Military, Sci-Fi",TV,25,2004-07-05
76,Mahou Shoujo Lyrical Nanoha,7.42,"Action, Comedy, Drama, Magic, Super Power",TV,13,2004-10-03
77,Mahou Shoujo Lyrical Nanoha A's,7.99,"Action, Comedy, Drama, Magic, Super Power",TV,13,2005-10-02
79,Shuffle!,7.09,"Harem, Comedy, Drama, Magic, Romance, Ecchi, Fantasy, School, Seinen",TV,24,2005-07-08
80,Mobile Suit Gundam,7.78,"Action, Military, Sci-Fi, Space, Mecha",TV,43,1979-04-07
81,Mobile Suit Gundam: The 08th MS Team,8.03,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,12,1996-01-25
82,Mobile Suit Gundam 0080: War in the Pocket,7.9,"Military, Sci-Fi, Space, Drama, Mecha",OVA,6,1989-03-25
83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,6.79,"Military, Sci-Fi, Drama, Romance, Mecha",Movie,1,1998-08-01
84,Mobile Suit Gundam 0083: Stardust Memory,7.3,"Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",OVA,13,1991-05-23
85,Mobile Suit Zeta Gundam,7.92,"Military, Sci-Fi, Space, Drama, Romance, Mecha",TV,50,1985-03-02
86,Mobile Suit Gundam ZZ,6.66,"Space, Comedy, Mecha, Military, Drama, Sci-Fi",TV,47,1986-03-01
87,Mobile Suit Gundam: Char's Counterattack,7.68,"Military, Sci-Fi, Space, Drama, Mecha",Movie,1,1988-03-12
88,Mobile Suit Gundam F91,6.67,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,1991-03-16
89,Mobile Suit Victory Gundam,6.76,"Drama, Mecha, Military, Sci-Fi, Space",TV,51,1993-04-02
90,Mobile Suit Gundam Wing,7.72,"Action, Military, Sci-Fi, Space, Drama, Mecha",TV,49,1995-04-07
91,Mobile Suit Gundam Wing: Endless Waltz,7.76,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,3,1997-01-25
92,After War Gundam X,7.32,"Sci-Fi, Adventure, Space, Drama, Mecha",TV,39,1996-04-05
93,Mobile Suit Gundam SEED,7.79,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,2002-10-05
94,Mobile Suit Gundam SEED Destiny,7.22,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,2004-10-09
95,Turn A Gundam,7.7,"Action, Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",TV,50,1999-04-09
96,Mobile Fighter G Gundam,7.56,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports",TV,49,1994-04-01
97,Last Exile,7.82,"Action, Sci-Fi, Adventure",TV,26,2003-04-08
98,Mai-HiME,7.46,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",TV,26,2004-09-30
99,Mai-Otome,7.31,"Comedy, Drama, Fantasy, Magic",TV,26,2005-10-07
100,Shin Shirayuki-hime Densetsu Prétear,7.2,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,13,2001-04-04
101,Air,7.32,"Slice of Life, Supernatural, Drama, Romance",TV,12,2005-01-07
102,Aishiteruze Baby★★,7.48,"Comedy, Drama, Romance, Shoujo",TV,26,2004-04-03
103,Akazukin Chacha,7.39,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",TV,74,1994-01-07
104,Ayashi no Ceres,7.23,"Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo",TV,24,2000-04-20
105,Boys Be...,6.46,"Slice of Life, Comedy, Romance, Shounen",TV,13,2000-04-11
106,Hana yori Dango,7.7,"Drama, Romance, School, Shoujo",TV,51,1996-09-08
107,Ou Dorobou Jing,7.23,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,13,2002-05-15
108,Ou Dorobou Jing in Seventh Heaven,7.29,"Adventure, Fantasy, Psychological, Comedy, Shounen",OVA,3,2004-01-21
109,Bakuretsu Tenshi,6.81,"Adventure, Comedy, Mecha, Sci-Fi",TV,24,2004-04-07
110,Chuuka Ichiban!,7.63,"Action, Comedy, Drama, Shounen",TV,52,1997-04-27
111,Corrector Yui,6.83,"Sci-Fi, Adventure, Comedy, Magic",TV,52,1999-04-09
112,Chou Henshin Cosprayers,4.95,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi",TV,8,2004-01-12
113,Uchuu no Stellvia,7.38,"Action, Mecha, Romance, Sci-Fi, Space",TV,26,2003-04-03
114,Sakigake!! Cromartie Koukou,7.93,"Comedy, School, Shounen",TV,26,2003-10-03
115,El Hazard: The Alternative World,6.83,"Adventure, Comedy, Fantasy",TV,13,1998-01-08
116,El Hazard: The Wanderers,6.97,"Adventure, Comedy, Romance, Fantasy",TV,26,1995-10-06
117,El Hazard: The Magnificent World,7.32,"Adventure, Comedy, Romance, Fantasy",OVA,7,1995-05-26
118,El Hazard 2: The Magnificent World,6.85,"Adventure, Comedy, Fantasy",OVA,4,1997-03-21
119,Final Approach,6.56,"Comedy, Drama, Romance, Slice of Life",TV,13,2004-10-03
120,Fruits Basket,7.69,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",TV,26,2001-07-05
121,Fullmetal Alchemist,8.17,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,51,2003-10-04
122,Full Moon wo Sagashite,7.96,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",TV,52,2002-04-06
123,Fushigi Yuugi,7.64,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",TV,52,1995-04-06
124,Fushigi Yuugi: Eikouden,6.86,"Adventure, Fantasy, Romance, Drama, Shoujo",OVA,4,2001-12-21
125,Futakoi,6.49,"Comedy, Romance, School",TV,13,2004-10-06
126,Futakoi Alternative,6.91,"Comedy, Drama, Romance",TV,13,2005-04-07
127,Gate Keepers,6.96,"Action, Sci-Fi, Comedy, Fantasy, Mecha, Shounen",TV,24,2000-04-03
128,Gate Keepers 21,6.79,"Action, Drama, Mecha, Sci-Fi, Shounen",OVA,6,2002-04-24
129,Gensoumaden Saiyuuki,7.59,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",TV,50,2000-04-04
130,Saiyuuki Reload,7.41,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",TV,25,2003-10-02
131,Saiyuuki Reload Gunlock,7.42,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",TV,26,2004-04-02
132,GetBackers,7.61,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",TV,49,2002-10-05
133,Green Green,6.21,"Comedy, Ecchi, Romance, School, Slice of Life",TV,12,2003-07-12
134,Gunslinger Girl,7.42,"Action, Psychological, Military, Drama, Sci-Fi",TV,13,2003-10-09
135,Hikaru no Go,8.11,"Comedy, Game, Shounen, Supernatural",TV,75,2001-10-10
136,Hunter x Hunter,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",TV,62,1999-10-16
137,Hunter x Hunter: Original Video Animation,8.33,"Action, Adventure, Super Power, Shounen",OVA,8,2002-01-17
138,Hunter x Hunter: Greed Island,8.21,"Action, Adventure, Super Power, Fantasy, Shounen",OVA,8,2003-02-05
139,Hunter x Hunter: Greed Island Final,8.29,"Action, Adventure, Super Power, Fantasy, Shounen",OVA,14,2004-03-03
141,Jinki:Extend,6.14,"Mecha, Sci-Fi",TV,12,2005-01-06
142,Kamikaze Kaitou Jeanne,7.45,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,44,1999-02-13
143,Kannazuki no Miko,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",TV,12,2004-10-02
144,Kanon,7.11,"Drama, Romance, Slice of Life, Supernatural",TV,13,2002-01-31
145,Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26,1998-10-02
146,Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",TV,12,2004-04-02
147,Kimi ga Nozomu Eien,7.24,"Drama, Romance, Slice of Life",TV,14,2003-10-05
148,Kita e.: Diamond Dust Drops,6.62,"Drama, Romance, Slice of Life",TV,12,2004-01-20
149,Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",TV,12,2005-04-07
150,Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",TV,50,2005-10-08
151,Re: Cutey Honey,7.12,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",OVA,3,2004-07-24
152,Solty Rei,7.28,"Action, Sci-Fi, Super Power",TV,24,2005-10-07
153,Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,2002-04-09
154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,64,2001-07-04
155,X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,1996-08-03
156,X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",TV,24,2001-10-03
157,Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,2005-01-06
158,Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",TV,13,2004-01-08
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,2004-04-07
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,1999-10-14
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",TV,24,2003-10-08
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,2002-04-07
163,Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26,1999-04-03
164,Mononoke Hime,8.72,"Action, Adventure, Fantasy",Movie,1,1997-07-12
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,2002-01-21
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",TV,26,2004-06-12
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",TV,24,2003-04-08
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",TV,26,2001-07-04
169,Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,2003-10-10
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",TV,101,1993-10-16
171,Strange Dawn,6.35,"Adventure, Drama, Fantasy",TV,13,2000-07-11
173,Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25,2004-10-06
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24,2004-04-02
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,2002-04-02
176,Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",OVA,4,2003-07-24
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26,2005-04-09
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",TV,26,2003-05-20
179,Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School",OVA,1,2002-08-06
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,2000-10-03
181,Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,2001-10-05
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26,1996-04-02
183,Whistle!,7.39,"School, Shounen, Sports",TV,39,2002-05-06
184,Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,2005-01-06
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",TV,26,1998-04-19
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",TV,13,1999-10-15
187,Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Movie,1,2001-01-13
188,Gosenzo San'e,6.11,"Comedy, Hentai, Mystery, Supernatural",OVA,4,1998-09-25
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,2000-04-19
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,2002-01-26
191,Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Special,1,2000-12-25
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance",Special,1,2001-04-02
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,2003-10-14
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5,2002-12-21
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",TV,12,2002-01-10
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,2003-07-15
197,Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24,2002-04-03
198,Speed Grapher,7.35,"Action, Mystery, Super Power",TV,24,2005-04-08
199,Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Movie,1,2001-07-20
200,Tenshi na Konamaiki,7.48,"Comedy, Magic, Romance, Shounen",TV,50,2002-04-06
201,Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",OVA,6,1992-03-27
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,2003-01-07
203,Words Worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",OVA,5,1999-08-25
204,Yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,2004-01-09
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,2004-05-20
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27,1998-04-01
207,Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,1990-06-30
208,R.O.D: Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,3,2001-05-23
209,R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26,2003-09-01
210,Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161,1989-04-15
211,Pure Mail,6.26,Hentai,OVA,2,2001-09-25
212,Project A-Ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1,1986-06-21
213,Pia Carrot e Youkoso!!,6.02,"Comedy, Romance, Hentai",OVA,3,1997-10-24
214,Pia Carrot e Youkoso!! 2,6.15,"Comedy, Romance, Hentai",OVA,3,1998-10-23
215,Pia Carrot e Youkoso!! 2 DX,6.31,"Comedy, Romance",OVA,6,1999-12-18
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"Comedy, Romance",Movie,1,2002-10-19
217,Shin Angel,6.28,"Comedy, Drama, Hentai, Romance",OVA,5,1994-10-21
218,Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,1996-10-01
219,Kidou Senkan Nadesico: The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1,1998-08-01
220,Kuro no Danshou,5.76,"Hentai, Horror",OVA,4,1999-10-29
221,Mezzo Forte,6.65,"Action, Comedy, Hentai, Sci-Fi",OVA,2,2000-05-25
222,Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,2004-01-04
223,Dragon Ball,8.0,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,1986-02-26
225,Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64,1996-02-07
226,Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13,2004-07-25
227,FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,6,2000-04-26
228,Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",TV,26,2005-10-05
229,Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",TV,12,2004-07-10
230,Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",TV,27,2003-04-02
231,Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26,2002-07-04
232,Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70,1998-04-07
233,Daa! Daa! Daa!,7.65,"Comedy, Sci-Fi, Shoujo",TV,78,2000-03-28
234,Dan Doh!!,6.69,"Adventure, Sports, Shounen",TV,26,2004-04-03
236,E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,2003-04-01
237,Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,2005-04-17
238,Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,1997-07-19
239,Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,2004-10-06
240,Genshiken,7.66,"Slice of Life, Comedy, Parody",TV,12,2004-10-10
241,Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11,2004-07-05
242,Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",TV,13,2004-01-06
243,Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,2000-10-04
244,Agatha Christie no Meitantei Poirot to Marple,6.88,"Historical, Mystery",TV,39,2004-07-04
245,Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",TV,43,1999-06-30
246,Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,2001-10-13
247,Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",TV,26,2004-10-06
248,Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,2005-04-06
249,InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167,2000-10-16
250,Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150,2003-04-06
251,Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,2004-04-03
252,Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,2004-04-06
253,Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",TV,26,2001-04-03
254,Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",OVA,6,2002-08-25
255,Jungle wa Itsumo Hare nochi Guu Final,7.65,"Slice of Life, Comedy",OVA,7,2003-12-21
256,Hoshi no Koe,7.22,"Sci-Fi, Space, Drama, Romance, Mecha",OVA,1,2002-02-02
257,Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",TV,13,2003-07-30
258,Hitsuji no Uta,6.23,"Horror, Drama, Vampire",OVA,4,2003-05-25
259,Happy☆Lesson,6.64,"Comedy, Harem, Romance, School",OVA,5,2001-07-19
260,Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",TV,13,2002-04-01
261,Happy☆Lesson: Advance,6.84,"Comedy, Harem, Romance, Slice of Life",TV,13,2003-07-03
262,Happy☆Lesson: The Final,6.83,"Comedy, Harem, Romance, School",OVA,3,2004-05-25
263,Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",TV,75,2000-10-04
264,Hajime no Ippo: Champion Road,8.29,"Comedy, Shounen, Sports",Special,1,2003-04-18
265,Hajime no Ippo: Mashiba vs. Kimura,8.23,"Comedy, Sports, Shounen",OVA,1,2003-09-05
266,Gunparade March: Arata Naru Kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,12,2003-02-06
267,Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,2003-10-07
268,Golden Boy,8.03,"Adventure, Comedy, Ecchi",OVA,6,1995-10-27
269,Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,366,2004-10-05
270,Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",TV,13,2001-10-11
271,Gad Guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",TV,26,2003-04-16
272,Noir,7.31,"Action, Mystery, Drama",TV,26,2001-04-06
273,Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",TV,12,2003-01-10
274,Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",TV,24,2002-10-09
275,Love♥Love?,5.91,"Ecchi, Comedy, Harem, Romance",TV,9,2004-05-04
